Time,jersey_number,TeamA_Goals,TeamB_Goals,Team,numberGoals
4976,2,274,318,B,1
4977,1,274,318,B,1
4978,14,274,318,B,1
4979,14,274,318,B,1
4980,6,274,318,A,1
4981,21,274,318,A,1
4982,16,274,318,B,1
4983,5,274,318,B,1
4984,14,274,318,B,1
4985,5,274,318,B,1
4986,5,274,319,B,1
4987,9,274,319,A,1
4988,12,274,319,A,1
4989,3,274,319,A,1
4990,12,274,319,A,1
4991,3,274,319,A,1
4992,12,274,319,A,1
4993,3,275,319,A,1
4994,8,275,319,B,1
4995,5,275,319,B,1
4996,5,275,320,B,1
4997,4,275,320,A,1
4998,15,275,320,A,1
4999,12,275,320,A,1
5000,13,275,320,B,1
5001,7,275,320,B,1
5002,1,275,320,B,1
5003,14,275,320,B,1
5004,6,275,320,A,1
5005,22,275,320,A,1
5006,10,275,320,A,1
5007,3,275,320,A,1
5008,5,275,320,B,1
5009,5,275,320,B,1
5010,6,275,320,A,1
5011,22,275,320,A,1
5012,18,275,320,A,1
5013,3,275,320,A,1
5014,12,275,320,A,1
5015,3,276,320,A,1
5016,11,276,320,B,1
5017,5,276,321,B,1
5018,9,276,321,A,1
5019,3,276,321,A,1
5020,12,276,321,A,1
5021,13,276,321,B,1
5022,7,276,321,B,1
5023,1,276,321,B,1
5024,14,276,322,B,1
5025,17,276,322,A,1
5026,15,276,322,A,1
5027,5,276,322,B,1
5028,5,276,323,B,1
5029,12,276,323,A,1
5030,3,277,323,A,1
5031,1,277,323,B,1
5032,5,277,324,B,1
5033,15,277,324,A,1
5034,14,277,324,B,1
5035,6,277,324,A,1
5036,4,277,324,A,1
5037,10,277,324,A,1
5038,3,278,324,A,1
5039,2,278,324,B,1
5040,1,278,324,B,1
5041,12,278,324,A,1
5042,3,278,324,A,1
5043,13,278,324,B,1
5044,20,278,324,B,1
5045,16,278,324,B,1
5046,5,278,324,B,1
5047,14,278,324,B,1
5048,14,278,325,B,1
5049,3,278,325,A,1
5050,13,278,325,B,1
5051,22,278,325,A,1
5052,18,278,325,A,1
5053,12,278,325,A,1
5054,13,278,325,B,1
5055,20,278,325,B,1
5056,8,278,325,B,1
5057,5,278,326,B,1
5058,3,278,326,A,1
5059,12,278,326,A,1
5060,3,279,326,A,1
5061,16,279,326,B,1
5062,14,279,326,B,1
5063,6,279,326,A,1
5064,22,279,326,A,1
5065,9,279,326,A,1
5066,14,279,326,B,1
5067,14,279,326,B,1
5068,6,279,326,A,1
5069,20,279,326,B,1
5070,11,279,326,B,1
5071,14,279,326,B,1
5072,6,279,326,A,1
5073,4,279,326,A,1
5074,10,279,326,A,1
5075,3,279,326,A,1
5076,3,280,326,A,1
5077,2,280,326,B,1
5078,8,280,326,B,1
5079,14,280,326,B,1
5080,6,280,326,A,1
5081,17,280,326,A,1
5082,9,280,326,A,1
5083,3,280,326,A,1
5084,12,280,326,A,1
5085,3,281,326,A,1
5086,11,281,326,B,1
5087,14,281,326,B,1
5088,6,281,326,A,1
5089,4,281,326,A,1
5090,10,281,326,A,1
5091,12,281,326,A,1
5092,12,281,326,A,1
5093,13,281,326,B,1
5094,17,281,326,A,1
5095,9,281,326,A,1
5096,12,281,326,A,1
5097,13,281,326,B,1
5098,2,281,326,B,1
5099,11,281,326,B,1
5100,5,281,327,B,1
5101,9,281,327,A,1
5102,5,281,327,B,1
5103,6,281,327,A,1
5104,17,281,327,A,1
5105,15,281,327,A,1
5106,12,281,327,A,1
5107,3,281,327,A,1
5108,3,281,327,A,1
5109,13,281,327,B,1
5110,20,281,327,B,1
5111,8,281,327,B,1
5112,5,281,327,B,1
5113,5,281,328,B,1
5114,4,281,328,A,1
5115,18,281,328,A,1
5116,3,282,328,A,1
5117,11,282,328,B,1
5118,5,282,328,B,1
5119,14,282,328,B,1
5120,14,282,328,B,1
5121,6,282,328,A,1
5122,21,282,328,A,1
5123,9,282,328,A,1
5124,12,282,328,A,1
5125,3,282,328,A,1
5126,14,282,329,B,1
5127,15,282,329,A,1
5128,12,282,329,A,1
5129,13,282,329,B,1
5130,2,282,329,B,1
5131,16,282,329,B,1
5132,5,282,330,B,1
5133,22,282,330,A,1
5134,15,282,330,A,1
5135,12,282,330,A,1
5136,13,282,330,B,1
5137,19,282,330,B,1
5138,15,282,330,A,1
5139,14,282,330,B,1
5140,5,282,331,B,1
5141,3,282,331,A,1
5142,5,282,331,B,1
5143,14,282,331,B,1
5144,14,282,331,B,1
5145,5,282,332,B,1
5146,3,283,332,A,1
5147,19,283,332,B,1
5148,11,283,332,B,1
5149,5,283,333,B,1
5150,21,283,333,A,1
5151,9,283,333,A,1
5152,3,283,333,A,1
5153,3,283,333,A,1
5154,12,283,333,A,1
5155,3,284,333,A,1
5156,20,284,333,B,1
5157,8,284,333,B,1
5158,14,284,333,B,1
5159,6,284,333,A,1
5160,17,284,333,A,1
5161,10,284,333,A,1
5162,14,284,334,B,1
5163,17,284,334,A,1
5164,18,284,334,A,1
5165,14,284,334,B,1
5166,6,284,334,A,1
5167,21,284,334,A,1
5168,15,284,334,A,1
5169,12,285,334,A,1
5170,1,285,334,B,1
5171,14,285,334,B,1
5172,14,285,335,B,1
5173,10,285,335,A,1
5174,12,285,335,A,1
5175,13,285,335,B,1
5176,4,285,335,A,1
5177,15,285,335,A,1
5178,12,285,335,A,1
5179,12,285,335,A,1
5180,12,285,335,A,1
5181,13,285,335,B,1
5182,19,285,335,B,1
5183,16,285,335,B,1
5184,5,285,335,B,1
5185,14,285,335,B,1
5186,6,285,335,A,1
5187,17,285,335,A,1
5188,10,285,335,A,1
5189,12,285,335,A,1
5190,13,285,335,B,1
5191,2,285,335,B,1
5192,11,285,335,B,1
5193,5,285,335,B,1
5194,14,285,335,B,1
5195,14,285,335,B,1
5196,5,285,335,B,1
5197,6,285,335,A,1
5198,4,285,335,A,1
5199,18,285,335,A,1
5200,14,285,336,B,1
5201,17,285,336,A,1
5202,15,285,336,A,1
5203,5,285,336,B,1
5204,14,285,336,B,1
5205,6,285,336,A,1
5206,4,285,336,A,1
5207,8,285,336,B,1
5208,14,285,336,B,1
5209,6,285,336,A,1
5210,22,285,336,A,1
5211,9,285,336,A,1
5212,3,286,336,A,1
5213,7,286,336,B,1
5214,1,286,336,B,1
5215,14,286,336,B,1
5216,5,286,336,B,1
5217,12,286,336,A,1
5218,12,286,336,A,1
5219,12,286,336,A,1
5220,14,286,336,B,1
5221,3,286,336,A,1
5222,3,287,336,A,1
5223,8,287,336,B,1
5224,14,287,336,B,1
5225,6,287,336,A,1
5226,21,287,336,A,1
5227,11,287,336,B,1
5228,5,287,337,B,1
5229,22,287,337,A,1
5230,9,287,337,A,1
5231,3,287,337,A,1
5232,13,287,337,B,1
5233,7,287,337,B,1
5234,16,287,337,B,1
5235,14,287,337,B,1
5236,5,287,337,B,1
5237,6,287,337,A,1
5238,4,287,337,A,1
5239,10,287,337,A,1
5240,5,287,337,B,1
5241,5,287,337,B,1
5242,14,287,337,B,1
5243,6,287,337,A,1
5244,21,287,337,A,1
5245,11,287,337,B,1
5246,14,287,338,B,1
5247,3,288,338,A,1
5248,1,288,338,B,1
5249,5,288,338,B,1
5250,14,288,339,B,1
5251,18,288,339,A,1
5252,3,289,339,A,1
5253,1,289,339,B,1
5254,14,289,339,B,1
5255,5,289,340,B,1
5256,15,289,340,A,1
5257,12,289,340,A,1
5258,13,289,340,B,1
5259,20,289,340,B,1
5260,16,289,340,B,1
5261,14,289,340,B,1
5262,6,289,340,A,1
5263,4,289,340,A,1
5264,18,289,340,A,1
5265,12,289,340,A,1
5266,14,289,340,B,1
5267,14,289,340,B,1
5268,14,289,341,B,1
5269,21,289,341,A,1
5270,1,289,341,B,1
5271,5,289,341,B,1
5272,5,289,341,B,1
5273,5,289,341,B,1
5274,5,289,342,B,1
5275,12,289,342,A,1
5276,3,290,342,A,1
5277,2,290,342,B,1
5278,16,290,342,B,1
5279,14,290,342,B,1
5280,6,290,342,A,1
5281,21,290,342,A,1
5282,10,290,342,A,1
5283,3,290,342,A,1
5284,13,290,342,B,1
5285,7,290,342,B,1
5286,11,290,342,B,1
5287,14,290,343,B,1
5288,15,290,343,A,1
5289,5,290,343,B,1
5290,14,290,343,B,1
5291,5,290,344,B,1
5292,3,290,344,A,1
5293,3,291,344,A,1
5294,16,291,344,B,1
5295,14,291,344,B,1
5296,6,291,344,A,1
5297,22,291,344,A,1
5298,8,291,344,B,1
5299,14,291,344,B,1
5300,14,291,344,B,1
5301,6,291,344,A,1
5302,21,291,344,A,1
5303,10,291,344,A,1
5304,5,291,345,B,1
5305,21,291,345,A,1
5306,15,291,345,A,1
5307,12,291,345,A,1
5308,13,291,345,B,1
5309,2,291,345,B,1
5310,11,291,345,B,1
5311,3,292,345,A,1
5312,11,292,345,B,1
5313,5,292,345,B,1
5314,6,292,345,A,1
5315,4,292,345,A,1
5316,18,292,345,A,1
5317,14,292,345,B,1
5318,6,292,345,A,1
5319,17,292,345,A,1
5320,8,292,345,B,1
5321,5,292,345,B,1
5322,14,292,345,B,1
5323,6,292,345,A,1
5324,4,292,345,A,1
5325,10,292,345,A,1
5326,3,292,345,A,1
5327,3,293,345,A,1
5328,19,293,345,B,1
5329,16,293,345,B,1
5330,14,293,345,B,1
5331,6,293,345,A,1
5332,21,293,345,A,1
5333,10,293,345,A,1
5334,5,293,346,B,1
5335,17,293,346,A,1
5336,15,293,346,A,1
5337,3,293,346,A,1
5338,12,293,346,A,1
5339,12,293,346,A,1
5340,3,294,346,A,1
5341,7,294,346,B,1
5342,16,294,346,B,1
5343,3,294,346,A,1
5344,12,294,346,A,1
5345,13,294,346,B,1
5346,4,294,346,A,1
5347,18,294,346,A,1
5348,3,295,346,A,1
5349,7,295,346,B,1
5350,11,295,346,B,1
5351,14,295,346,B,1
5352,14,295,346,B,1
5353,5,295,346,B,1
5354,5,295,346,B,1
5355,6,295,346,A,1
5356,22,295,346,A,1
5357,9,295,346,A,1
5358,12,295,346,A,1
5359,12,295,346,A,1
5360,13,295,346,B,1
5361,7,295,346,B,1
5362,9,295,346,A,1
5363,14,295,346,B,1
5364,5,295,347,B,1
5365,3,295,347,A,1
5366,13,295,347,B,1
5367,20,295,347,B,1
5368,10,295,347,A,1
5369,14,295,347,B,1
5370,14,295,347,B,1
5371,6,295,347,A,1
5372,20,295,347,B,1
5373,1,295,347,B,1
5374,14,295,347,B,1
5375,6,295,347,A,1
5376,22,295,347,A,1
5377,18,295,347,A,1
5378,12,295,347,A,1
5379,13,295,347,B,1
5380,7,295,347,B,1
5381,8,295,347,B,1
5382,5,295,347,B,1
5383,5,295,347,B,1
5384,6,295,347,A,1
5385,4,295,347,A,1
5386,8,295,347,B,1
5387,5,295,348,B,1
5388,17,295,348,A,1
5389,15,295,348,A,1
5390,12,296,348,A,1
5391,1,296,348,B,1
5392,5,296,348,B,1
5393,5,296,348,B,1
5394,3,296,348,A,1
5395,3,297,348,A,1
5396,1,297,348,B,1
5397,5,297,348,B,1
5398,5,297,348,B,1
5399,5,297,349,B,1
5400,21,297,349,A,1
5401,18,297,349,A,1
5402,3,297,349,A,1
5403,12,297,349,A,1
5404,13,297,349,B,1
5405,7,297,349,B,1
5406,10,297,349,A,1
5407,12,297,349,A,1
5408,12,297,349,A,1
5409,3,297,349,A,1
5410,3,297,349,A,1
5411,13,297,349,B,1
5412,7,297,349,B,1
5413,16,297,349,B,1
5414,14,297,349,B,1
5415,5,297,350,B,1
5416,22,297,350,A,1
5417,15,297,350,A,1
5418,12,297,350,A,1
5419,12,298,350,A,1
5420,1,298,350,B,1
5421,5,298,350,B,1
5422,12,298,350,A,1
5423,13,298,350,B,1
5424,4,298,350,A,1
5425,18,298,350,A,1
5426,3,299,350,A,1
5427,2,299,350,B,1
5428,18,299,350,A,1
5429,14,299,350,B,1
5430,6,299,350,A,1
5431,17,299,350,A,1
5432,9,299,350,A,1
5433,3,299,350,A,1
5434,12,299,350,A,1
5435,12,299,350,A,1
5436,3,299,350,A,1
5437,12,299,350,A,1
5438,3,299,350,A,1
5439,12,299,350,A,1
5440,3,299,350,A,1
5441,13,299,350,B,1
5442,20,299,350,B,1
5443,11,299,350,B,1
5444,14,299,350,B,1
5445,14,299,350,B,1
5446,6,299,350,A,1
5447,2,299,350,B,1
5448,8,299,350,B,1
5449,5,299,351,B,1
5450,18,299,351,A,1
5451,12,299,351,A,1
5452,13,299,351,B,1
5453,22,299,351,A,1
5454,18,299,351,A,1
5455,3,299,351,A,1
5456,12,299,351,A,1
5457,13,299,351,B,1
5458,7,299,351,B,1
5459,16,299,351,B,1
5460,5,299,351,B,1
5461,5,299,352,B,1
5462,18,299,352,A,1
5463,14,299,352,B,1
5464,6,299,352,A,1
5465,22,299,352,A,1
5466,18,299,352,A,1
5467,12,299,352,A,1
5468,3,300,352,A,1
5469,19,300,352,B,1
5470,8,300,352,B,1
5471,5,300,352,B,1
5472,5,300,353,B,1
5473,12,300,353,A,1
5474,13,300,353,B,1
5475,2,300,353,B,1
5476,9,300,353,A,1
5477,3,301,353,A,1
5478,5,301,354,B,1
5479,21,301,354,A,1
5480,9,301,354,A,1
5481,12,301,354,A,1
5482,13,301,354,B,1
5483,2,301,354,B,1
5484,11,301,354,B,1
5485,5,301,355,B,1
5486,4,301,355,A,1
5487,18,301,355,A,1
5488,3,301,355,A,1
5489,12,301,355,A,1
5490,13,301,355,B,1
5491,2,301,355,B,1
5492,16,301,355,B,1
5493,5,301,355,B,1
5494,14,301,355,B,1
5495,6,301,355,A,1
5496,17,301,355,A,1
5497,18,301,355,A,1
5498,12,301,355,A,1
5499,3,301,355,A,1
5500,3,301,355,A,1
5501,3,301,355,A,1
5502,13,301,355,B,1
5503,2,301,355,B,1
5504,11,301,355,B,1
5505,14,301,355,B,1
5506,6,301,355,A,1
5507,22,301,355,A,1
5508,9,301,355,A,1
5509,12,301,355,A,1
5510,13,301,355,B,1
5511,19,301,355,B,1
5512,10,301,355,A,1
5513,12,301,355,A,1
5514,13,301,355,B,1
5515,4,301,355,A,1
5516,10,301,355,A,1
5517,12,301,355,A,1
5518,12,301,355,A,1
5519,12,301,355,A,1
5520,13,301,355,B,1
5521,7,301,355,B,1
5522,16,301,355,B,1
5523,14,301,355,B,1
5524,5,301,356,B,1
5525,12,301,356,A,1
5526,13,301,356,B,1
5527,21,301,356,A,1
5528,15,301,356,A,1
5529,12,301,356,A,1
5530,13,301,356,B,1
5531,4,301,356,A,1
5532,9,301,356,A,1
5533,3,301,356,A,1
5534,3,301,356,A,1
5535,12,301,356,A,1
5536,13,301,356,B,1
5537,20,301,356,B,1
5538,16,301,356,B,1
5539,14,301,356,B,1
5540,14,301,356,B,1
5541,5,301,357,B,1
5542,9,301,357,A,1
5543,3,302,357,A,1
5544,5,302,358,B,1
5545,15,302,358,A,1
5546,3,302,358,A,1
5547,3,302,358,A,1
5548,12,302,358,A,1
5549,13,302,358,B,1
5550,19,302,358,B,1
5551,11,302,358,B,1
5552,5,302,359,B,1
5553,12,302,359,A,1
5554,13,302,359,B,1
5555,2,302,359,B,1
5556,8,302,359,B,1
5557,14,302,359,B,1
5558,5,302,360,B,1
5559,22,302,360,A,1
5560,9,302,360,A,1
5561,3,302,360,A,1
5562,12,302,360,A,1
5563,3,303,360,A,1
5564,2,303,360,B,1
5565,11,303,360,B,1
5566,5,303,360,B,1
5567,14,303,360,B,1
5568,14,303,360,B,1
5569,3,303,360,A,1
5570,12,303,360,A,1
5571,13,303,360,B,1
5572,19,303,360,B,1
5573,1,303,360,B,1
5574,3,303,360,A,1
5575,3,303,360,A,1
5576,12,303,360,A,1
5577,13,303,360,B,1
5578,2,303,360,B,1
5579,16,303,360,B,1
5580,14,303,360,B,1
5581,14,303,360,B,1
5582,5,303,360,B,1
5583,6,303,360,A,1
5584,17,303,360,A,1
5585,18,303,360,A,1
5586,3,303,360,A,1
5587,12,303,360,A,1
5588,13,303,360,B,1
5589,20,303,360,B,1
5590,16,303,360,B,1
5591,14,303,360,B,1
5592,14,303,360,B,1
5593,6,303,360,A,1
5594,4,303,360,A,1
5595,15,303,360,A,1
5596,12,303,360,A,1
5597,5,303,360,B,1
5598,5,303,361,B,1
5599,18,303,361,A,1
5600,14,303,361,B,1
5601,6,303,361,A,1
5602,21,303,361,A,1
5603,18,303,361,A,1
5604,14,303,361,B,1
5605,6,303,361,A,1
5606,20,303,361,B,1
5607,11,303,361,B,1
5608,14,303,362,B,1
5609,21,303,362,A,1
5610,9,303,362,A,1
5611,3,303,362,A,1
5612,3,303,362,A,1
5613,3,303,362,A,1
5614,12,303,362,A,1
5615,13,303,362,B,1
5616,2,303,362,B,1
5617,11,303,362,B,1
5618,14,303,362,B,1
5619,6,303,362,A,1
5620,17,303,362,A,1
5621,15,303,362,A,1
5622,12,303,362,A,1
5623,13,303,362,B,1
5624,19,303,362,B,1
5625,11,303,362,B,1
5626,5,303,362,B,1
5627,14,303,362,B,1
5628,6,303,362,A,1
5629,17,303,362,A,1
5630,9,303,362,A,1
5631,12,303,362,A,1
5632,12,303,362,A,1
5633,12,303,362,A,1
5634,3,303,362,A,1
5635,12,303,362,A,1
5636,12,303,362,A,1
5637,12,303,362,A,1
5638,13,303,362,B,1
5639,2,303,362,B,1
5640,8,303,362,B,1
5641,14,303,362,B,1
5642,6,303,362,A,1
5643,22,303,362,A,1
5644,10,303,362,A,1
5645,12,303,362,A,1
5646,12,303,362,A,1
5647,14,303,362,B,1
5648,14,303,362,B,1
5649,6,303,362,A,1
5650,17,303,362,A,1
5651,15,303,362,A,1
5652,12,303,362,A,1
5653,13,303,362,B,1
5654,2,303,362,B,1
5655,11,303,362,B,1
5656,5,303,363,B,1
5657,15,303,363,A,1
5658,12,303,363,A,1
5659,13,303,363,B,1
5660,7,303,363,B,1
5661,16,303,363,B,1
5662,5,303,364,B,1
5663,17,303,364,A,1
5664,9,303,364,A,1
5665,3,303,364,A,1
5666,13,303,364,B,1
5667,19,303,364,B,1
5668,8,303,364,B,1
5669,3,304,364,A,1
5670,11,304,364,B,1
5671,5,304,364,B,1
5672,14,304,364,B,1
5673,5,304,364,B,1
5674,5,304,365,B,1
5675,17,304,365,A,1
5676,15,304,365,A,1
5677,5,304,366,B,1
5678,22,304,366,A,1
5679,10,304,366,A,1
5680,12,304,366,A,1
5681,13,304,366,B,1
5682,19,304,366,B,1
5683,1,304,366,B,1
5684,14,304,367,B,1
5685,10,304,367,A,1
5686,3,304,367,A,1
5687,13,304,367,B,1
5688,7,304,367,B,1
5689,11,304,367,B,1
5690,14,304,367,B,1
5691,6,304,367,A,1
5692,7,304,367,B,1
5693,11,304,367,B,1
5694,5,304,367,B,1
5695,5,304,368,B,1
5696,15,304,368,A,1
5697,12,304,368,A,1
5698,3,304,368,A,1
5699,3,305,368,A,1
5700,2,305,368,B,1
5701,1,305,368,B,1
5702,12,305,368,A,1
5703,13,305,368,B,1
5704,20,305,368,B,1
5705,10,305,368,A,1
5706,3,306,368,A,1
5707,16,306,368,B,1
5708,5,306,368,B,1
5709,14,306,368,B,1
5710,5,306,369,B,1
5711,3,307,369,A,1
5712,16,307,369,B,1
5713,14,307,369,B,1
5714,6,307,369,A,1
5715,4,307,369,A,1
5716,15,307,369,A,1
5717,3,307,369,A,1
5718,12,307,369,A,1
5719,13,307,369,B,1
5720,22,307,369,A,1
5721,15,307,369,A,1
5722,5,307,369,B,1
5723,14,307,369,B,1
5724,6,307,369,A,1
5725,17,307,369,A,1
5726,9,307,369,A,1
5727,12,307,369,A,1
5728,12,307,369,A,1
5729,13,307,369,B,1
5730,2,307,369,B,1
5731,1,307,369,B,1
5732,5,307,369,B,1
5733,14,307,369,B,1
5734,5,307,370,B,1
5735,17,307,370,A,1
5736,9,307,370,A,1
5737,3,308,370,A,1
5738,14,308,370,B,1
5739,14,308,370,B,1
5740,6,308,370,A,1
5741,7,308,370,B,1
5742,11,308,370,B,1
5743,5,308,371,B,1
5744,22,308,371,A,1
5745,18,308,371,A,1
5746,12,308,371,A,1
5747,13,308,371,B,1
5748,2,308,371,B,1
5749,16,308,371,B,1
5750,5,308,372,B,1
5751,18,308,372,A,1
5752,3,309,372,A,1
5753,20,309,372,B,1
5754,16,309,372,B,1
5755,14,309,372,B,1
5756,14,309,372,B,1
5757,5,309,373,B,1
5758,4,309,373,A,1
5759,10,309,373,A,1
5760,12,309,373,A,1
5761,13,309,373,B,1
5762,20,309,373,B,1
5763,1,309,373,B,1
5764,14,309,373,B,1
5765,5,309,374,B,1
5766,3,309,374,A,1
5767,3,310,374,A,1
5768,19,310,374,B,1
5769,8,310,374,B,1
5770,14,310,374,B,1
5771,14,310,374,B,1
5772,6,310,374,A,1
5773,17,310,374,A,1
5774,10,310,374,A,1
5775,12,310,374,A,1
5776,12,310,374,A,1
5777,12,310,374,A,1
5778,13,310,374,B,1
5779,17,310,374,A,1
5780,9,310,374,A,1
5781,3,311,374,A,1
5782,14,311,374,B,1
5783,5,311,374,B,1
5784,12,311,374,A,1
5785,3,311,374,A,1
5786,12,311,374,A,1
5787,13,311,374,B,1
5788,19,311,374,B,1
5789,11,311,374,B,1
5790,12,312,374,A,1
5791,11,312,374,B,1
5792,14,312,374,B,1
5793,6,312,374,A,1
5794,21,312,374,A,1
5795,18,312,374,A,1
5796,3,312,374,A,1
5797,12,312,374,A,1
5798,13,312,374,B,1
5799,20,312,374,B,1
5800,16,312,374,B,1
5801,5,312,375,B,1
5802,21,312,375,A,1
5803,10,312,375,A,1
5804,12,312,375,A,1
5805,12,312,375,A,1
5806,12,312,375,A,1
5807,3,312,375,A,1
5808,3,312,375,A,1
5809,3,313,375,A,1
5810,7,313,375,B,1
5811,1,313,375,B,1
5812,5,313,376,B,1
5813,18,313,376,A,1
5814,14,313,376,B,1
5815,14,313,376,B,1
5816,6,313,376,A,1
5817,22,313,376,A,1
5818,10,313,376,A,1
5819,12,313,376,A,1
5820,12,314,376,A,1
5821,14,314,377,B,1
5822,3,314,377,A,1
5823,3,314,377,A,1
5824,12,315,377,A,1
5825,5,315,377,B,1
5826,5,315,377,B,1
5827,14,315,377,B,1
5828,14,315,377,B,1
5829,14,315,377,B,1
5830,5,315,378,B,1
5831,4,315,378,A,1
5832,15,315,378,A,1
5833,3,316,378,A,1
5834,19,316,378,B,1
5835,1,316,378,B,1
5836,5,316,378,B,1
5837,6,316,378,A,1
5838,21,316,378,A,1
5839,18,316,378,A,1
5840,12,316,378,A,1
5841,12,316,378,A,1
5842,14,316,378,B,1
5843,6,316,378,A,1
5844,4,316,378,A,1
5845,1,316,378,B,1
5846,5,316,379,B,1
5847,9,316,379,A,1
5848,12,316,379,A,1
5849,13,316,379,B,1
5850,19,316,379,B,1
5851,11,316,379,B,1
5852,14,316,379,B,1
5853,6,316,379,A,1
5854,17,316,379,A,1
5855,9,316,379,A,1
5856,3,317,379,A,1
5857,16,317,379,B,1
5858,3,317,379,A,1
5859,13,317,379,B,1
5860,7,317,379,B,1
5861,16,317,379,B,1
5862,14,317,379,B,1
5863,14,317,379,B,1
5864,5,317,379,B,1
5865,5,317,379,B,1
5866,3,317,379,A,1
5867,12,317,379,A,1
5868,12,317,379,A,1
5869,13,317,379,B,1
5870,7,317,379,B,1
5871,16,317,379,B,1
5872,5,317,379,B,1
5873,5,317,379,B,1
5874,6,317,379,A,1
5875,21,317,379,A,1
5876,10,317,379,A,1
5877,3,317,379,A,1
5878,12,317,379,A,1
5879,3,318,379,A,1
5880,2,318,379,B,1
5881,15,318,379,A,1
5882,12,318,379,A,1
5883,12,318,379,A,1
5884,13,318,379,B,1
5885,2,318,379,B,1
5886,8,318,379,B,1
5887,5,318,380,B,1
5888,9,318,380,A,1
5889,3,318,380,A,1
5890,12,318,380,A,1
5891,13,318,380,B,1
5892,19,318,380,B,1
5893,1,318,380,B,1
5894,5,318,381,B,1
5895,21,318,381,A,1
5896,10,318,381,A,1
5897,12,318,381,A,1
5898,3,318,381,A,1
5899,12,319,381,A,1
5900,19,319,381,B,1
5901,16,319,381,B,1
5902,14,319,381,B,1
5903,14,319,381,B,1
5904,5,319,382,B,1
5905,3,320,382,A,1
5906,19,320,382,B,1
5907,11,320,382,B,1
5908,14,320,382,B,1
5909,14,320,382,B,1
5910,6,320,382,A,1
5911,4,320,382,A,1
5912,16,320,382,B,1
5913,5,320,382,B,1
5914,5,320,383,B,1
5915,18,320,383,A,1
5916,12,320,383,A,1
5917,3,320,383,A,1
5918,12,320,383,A,1
5919,3,321,383,A,1
5920,8,321,383,B,1
5921,14,321,383,B,1
5922,5,321,383,B,1
5923,6,321,383,A,1
5924,22,321,383,A,1
5925,18,321,383,A,1
5926,3,321,383,A,1
5927,12,321,383,A,1
5928,3,321,383,A,1
5929,3,322,383,A,1
5930,19,322,383,B,1
5931,8,322,383,B,1
5932,5,322,383,B,1
5933,6,322,383,A,1
5934,22,322,383,A,1
5935,10,322,383,A,1
5936,3,323,383,A,1
5937,20,323,383,B,1
5938,16,323,383,B,1
5939,14,323,383,B,1
5940,14,323,383,B,1
5941,6,323,383,A,1
5942,21,323,383,A,1
5943,18,323,383,A,1
5944,12,323,383,A,1
5945,13,323,383,B,1
5946,20,323,383,B,1
5947,16,323,383,B,1
5948,5,323,384,B,1
5949,12,323,384,A,1
5950,13,323,384,B,1
5951,7,323,384,B,1
5952,8,323,384,B,1
5953,14,323,384,B,1
5954,14,323,384,B,1
5955,14,323,385,B,1
5956,9,323,385,A,1
5957,3,323,385,A,1
5958,12,323,385,A,1
5959,13,323,385,B,1
5960,20,323,385,B,1
5961,1,323,385,B,1
5962,5,323,386,B,1
5963,9,323,386,A,1
5964,12,323,386,A,1
5965,13,323,386,B,1
5966,17,323,386,A,1
5967,18,323,386,A,1
5968,3,323,386,A,1
5969,5,323,387,B,1
5970,17,323,387,A,1
5971,10,323,387,A,1
5972,3,323,387,A,1
5973,3,323,387,A,1
5974,12,323,387,A,1
5975,13,323,387,B,1
5976,19,323,387,B,1
5977,8,323,387,B,1
5978,12,323,387,A,1
5979,12,323,387,A,1
5980,3,323,387,A,1
5981,12,324,387,A,1
5982,1,324,387,B,1
5983,5,324,387,B,1
5984,14,324,388,B,1
5985,12,324,388,A,1
5986,13,324,388,B,1
5987,2,324,388,B,1
5988,11,324,388,B,1
5989,14,324,388,B,1
5990,5,324,389,B,1
5991,18,324,389,A,1
5992,12,324,389,A,1
5993,13,324,389,B,1
5994,2,324,389,B,1
5995,1,324,389,B,1
5996,14,324,390,B,1
5997,18,324,390,A,1
5998,3,324,390,A,1
5999,3,324,390,A,1
6000,3,325,390,A,1
6001,1,325,390,B,1
6002,14,325,391,B,1
6003,17,325,391,A,1
6004,15,325,391,A,1
6005,3,325,391,A,1
6006,13,325,391,B,1
6007,7,325,391,B,1
6008,16,325,391,B,1
6009,14,325,391,B,1
6010,5,325,391,B,1
6011,14,325,391,B,1
6012,14,325,391,B,1
6013,6,325,391,A,1
6014,22,325,391,A,1
6015,9,325,391,A,1
6016,3,326,391,A,1
6017,8,326,391,B,1
6018,5,326,391,B,1
6019,14,326,391,B,1
6020,14,326,391,B,1
6021,6,326,391,A,1
6022,4,326,391,A,1
6023,9,326,391,A,1
6024,12,326,391,A,1
6025,3,326,391,A,1
6026,12,327,391,A,1
6027,20,327,391,B,1
6028,16,327,391,B,1
6029,5,327,392,B,1
6030,10,327,392,A,1
6031,12,327,392,A,1
6032,3,327,392,A,1
6033,3,327,392,A,1
6034,3,328,392,A,1
6035,1,328,392,B,1
6036,14,328,392,B,1
6037,5,328,393,B,1
6038,3,328,393,A,1
6039,3,329,393,A,1
6040,8,329,393,B,1
6041,14,329,393,B,1
6042,6,329,393,A,1
6043,17,329,393,A,1
6044,1,329,393,B,1
6045,5,329,394,B,1
6046,22,329,394,A,1
6047,9,329,394,A,1
6048,12,329,394,A,1
6049,13,329,394,B,1
